0.00,29.51 
1.00,29.51 
2.00,29.51 
3.00,29.51 
4.00,29.51 
5.00,29.51 
6.00,29.51 
7.00,29.51 
8.00,29.51 
9.00,29.51 
10.00,29.51 
11.00,29.51 
12.00,29.51 
13.00,29.51 
14.00,29.51 
15.00,29.51 
16.00,29.51 
17.00,29.51 
18.00,29.51 
19.00,29.51 
20.00,29.51 
21.00,29.51 
22.00,29.51 
23.00,29.51 
24.00,29.51 
25.00,29.51 
26.00,29.51 
27.00,29.51 
28.00,29.51 
29.00,29.51 
30.00,29.51 
31.00,29.51 
32.00,29.51 
33.00,29.51 
34.00,29.51 
35.00,29.51 
36.00,29.51 
37.00,29.51 
38.00,29.51 
39.00,29.51 
40.00,29.51 
41.00,29.51 
42.00,29.51 
43.00,29.51 
44.00,29.51 
45.00,29.51 
46.00,29.51 
47.00,29.51 
48.00,29.51 
49.00,29.51 
50.00,29.51 
51.00,29.51 
52.00,29.51 
53.00,29.51 
54.00,29.51 
55.00,29.51 
56.00,26.41 
57.00,25.21 
58.00,24.51 
59.00,24.01 
60.00,23.61 
61.00,23.31 
62.00,23.01 
63.00,22.81 
64.00,22.61 
65.00,22.51 
66.00,22.41 
67.00,22.41 
68.00,22.31 
69.00,22.31 
70.00,22.41 
71.00,22.51 
72.00,22.61 
73.00,22.71 
74.00,22.91 
75.00,23.11 
76.00,23.41 
77.00,23.81 
78.00,24.31 
79.00,24.91 
80.00,25.91 
81.00,29.51 
82.00,29.51 
83.00,29.51 
84.00,29.51 
85.00,29.51 
86.00,29.51 
87.00,29.51 
88.00,29.51 
89.00,29.51 
90.00,29.51 
91.00,29.51 
92.00,29.51 
93.00,29.51 
94.00,29.51 
95.00,29.51 
96.00,29.51 
97.00,29.51 
98.00,29.51 
99.00,29.51 
100.00,29.51 
101.00,29.51 
102.00,29.51 
103.00,29.51 
104.00,29.51 
105.00,29.51 
106.00,29.51 
107.00,29.51 
108.00,29.51 
109.00,29.51 
110.00,29.51 
111.00,29.51 
112.00,29.51 
113.00,29.51 
114.00,29.51 
115.00,29.51 
116.00,29.51 
117.00,29.51 
118.00,29.51 
119.00,29.51 
120.00,29.51 
121.00,29.51 
122.00,29.51 
123.00,29.51 
124.00,29.51 
125.00,29.51 
126.00,29.51 
127.00,29.51 
128.00,29.51 
129.00,29.51 
130.00,29.51 
131.00,29.51 
132.00,29.51 
133.00,29.51 
134.00,29.51 
135.00,29.51 
136.00,29.51 
137.00,29.51 
138.00,29.51 
139.00,29.51 
140.00,29.51 
141.00,29.51 
142.00,29.51 
143.00,29.51 
144.00,29.51 
145.00,29.51 
146.00,29.51 
147.00,29.51 
148.00,29.51 
149.00,29.51 
150.00,29.51 
151.00,29.51 
152.00,29.51 
153.00,29.51 
154.00,29.51 
155.00,29.51 
156.00,29.51 
157.00,29.51 
158.00,29.51 
159.00,29.51 
160.00,29.51 
161.00,29.51 
162.00,29.51 
163.00,29.51 
164.00,29.51 
165.00,29.51 
166.00,29.51 
167.00,29.51 
168.00,29.51 
169.00,29.51 
170.00,29.51 
171.00,29.51 
172.00,29.51 
173.00,29.51 
174.00,29.51 
175.00,29.51 
176.00,29.51 
177.00,29.51 
178.00,29.51 
179.00,29.51 
180.00,29.51 
181.00,29.51 
182.00,29.51 
183.00,29.51 
184.00,29.51 
185.00,29.51 
186.00,29.51 
187.00,29.51 
188.00,29.51 
189.00,29.51 
190.00,29.51 
191.00,29.51 
192.00,29.51 
193.00,29.51 
194.00,29.51 
195.00,29.51 
196.00,29.51 
197.00,29.51 
198.00,29.51 
199.00,29.51 
200.00,29.51 
201.00,29.51 
202.00,29.51 
203.00,29.51 
204.00,29.51 
205.00,29.51 
206.00,29.51 
207.00,29.51 
208.00,29.51 
209.00,29.51 
210.00,29.51 
211.00,29.51 
212.00,29.51 
213.00,29.51 
214.00,29.51 
215.00,29.51 
216.00,29.51 
217.00,29.51 
218.00,29.51 
219.00,29.51 
220.00,29.51 
221.00,29.51 
222.00,29.51 
223.00,29.51 
224.00,29.51 
225.00,29.51 
226.00,29.51 
227.00,29.51 
228.00,29.51 
229.00,29.51 
230.00,29.51 
231.00,29.51 
232.00,29.51 
233.00,29.51 
234.00,29.51 
235.00,29.51 
236.00,29.51 
237.00,29.51 
238.00,29.51 
239.00,29.51 
240.00,29.51 
241.00,29.51 
242.00,29.51 
243.00,29.51 
244.00,29.51 
245.00,29.51 
246.00,29.51 
247.00,29.51 
248.00,29.51 
249.00,29.51 
250.00,29.51 
251.00,29.51 
252.00,29.51 
253.00,29.51 
254.00,29.51 
255.00,29.51 
256.00,29.51 
257.00,29.51 
258.00,29.51 
259.00,29.51 
260.00,29.51 
261.00,29.51 
262.00,29.51 
263.00,29.51 
264.00,29.51 
265.00,29.51 
266.00,29.51 
267.00,29.51 
268.00,29.51 
269.00,29.51 
270.00,29.51 
271.00,29.51 
272.00,29.51 
273.00,29.51 
274.00,29.51 
275.00,29.51 
276.00,29.51 
277.00,29.51 
278.00,29.51 
279.00,29.51 
280.00,29.51 
281.00,29.51 
282.00,29.51 
283.00,29.51 
284.00,29.51 
285.00,29.51 
286.00,29.51 
287.00,29.51 
288.00,29.51 
289.00,29.51 
290.00,29.51 
291.00,29.51 
292.00,29.51 
293.00,29.51 
294.00,29.51 
295.00,29.51 
296.00,29.51 
297.00,29.51 
298.00,29.51 
299.00,29.51 
300.00,29.51 
301.00,29.51 
302.00,29.51 
303.00,29.51 
304.00,29.51 
305.00,29.51 
306.00,29.51 
307.00,29.51 
308.00,29.51 
309.00,29.51 
310.00,29.51 
311.00,29.51 
312.00,29.51 
313.00,29.51 
314.00,29.51 
315.00,29.51 
316.00,29.51 
317.00,29.51 
318.00,29.51 
319.00,29.51 
320.00,29.51 
321.00,29.51 
322.00,29.51 
323.00,29.51 
324.00,29.51 
325.00,29.51 
326.00,29.51 
327.00,29.51 
328.00,29.51 
329.00,29.51 
330.00,29.51 
331.00,29.51 
332.00,29.51 
333.00,29.51 
334.00,29.51 
335.00,29.51 
336.00,29.51 
337.00,29.51 
338.00,29.51 
339.00,29.51 
340.00,29.51 
341.00,29.51 
342.00,29.51 
343.00,29.51 
344.00,29.51 
345.00,29.51 
346.00,29.51 
347.00,29.51 
